DateTime,Station,lat,long,Pollutant,Concentration,AQI
2017-05-01 02:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C8H10,0.14,1
2017-05-01 02:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C7H8,0.72,1
2017-05-01 02:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO2,14,2
2017-05-01 02:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM25,13.5,2
2017-05-01 02:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM10,13.9,2
2017-05-01 02:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,FN,0.63,1
2017-05-01 02:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C6H6,0.43,1
2017-05-01 02:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO,0.3,1
2017-05-01 03:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO2,8.3,1
2017-05-01 03:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM25,11.3,2
2017-05-01 03:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM10,16.8,2
2017-05-01 03:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,FN,0.58,1
2017-05-01 03:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO,0.2,1
2017-05-01 04:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO2,7.2,1
2017-05-01 04:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM25,12.1,2
2017-05-01 04:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM10,13.7,2
2017-05-01 04:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,FN,0.6,1
2017-05-01 04:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO,0.2,1
2017-05-01 05:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM25,11.7,2
2017-05-01 05:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO2,7.2,1
2017-05-01 05:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM10,13.3,2
2017-05-01 05:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,FN,0.65,1
2017-05-01 05:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO,0.1,1
2017-05-01 06:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM25,10.6,2
2017-05-01 06:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO2,8.2,1
2017-05-01 06:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM10,13.1,2
2017-05-01 06:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,FN,0.73,1
2017-05-01 06:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO,0.2,1
2017-05-01 07:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C8H10,0.33,1
2017-05-01 07:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C7H8,0.52,1
2017-05-01 07:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO2,18.1,2
2017-05-01 07:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM25,9.2,1
2017-05-01 07:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM10,12.9,2
2017-05-01 07:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,FN,0.92,1
2017-05-01 07:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C6H6,0.59,1
2017-05-01 07:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO,0.8,1
2017-05-01 08:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C8H10,0.37,1
2017-05-01 08:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C7H8,0.94,1
2017-05-01 08:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO2,48.1,5
2017-05-01 08:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM25,7,1
2017-05-01 08:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM10,17.8,2
2017-05-01 08:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,FN,1.35,2
2017-05-01 08:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C6H6,0.71,1
2017-05-01 08:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO,10.4,2
2017-05-01 09:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C8H10,4.05,3
2017-05-01 09:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C7H8,7.64,4
2017-05-01 09:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO2,54.5,5
2017-05-01 09:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM25,6.8,1
2017-05-01 09:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM10,11.6,2
2017-05-01 09:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,FN,1.42,2
2017-05-01 09:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C6H6,1.85,1
2017-05-01 09:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO,19.8,2
2017-05-01 10:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C8H10,1.65,1
2017-05-01 10:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C7H8,2.94,2
2017-05-01 10:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO2,49.3,5
2017-05-01 10:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM25,7.4,1
2017-05-01 10:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM10,8.9,1
2017-05-01 10:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,FN,0.97,1
2017-05-01 10:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C6H6,1.02,1
2017-05-01 10:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO,20.5,2
2017-05-01 11:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C8H10,1.52,1
2017-05-01 11:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C7H8,3.59,2
2017-05-01 11:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO2,41,4
2017-05-01 11:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM25,6.3,1
2017-05-01 11:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM10,5.6,1
2017-05-01 11:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,FN,0.94,1
2017-05-01 11:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C6H6,1.1,1
2017-05-01 11:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO,19.3,2
2017-05-01 12:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C8H10,0.88,1
2017-05-01 12:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C7H8,2.24,2
2017-05-01 12:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO2,28.6,3
2017-05-01 12:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM25,4.3,1
2017-05-01 12:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM10,3.8,1
2017-05-01 12:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,FN,0.63,1
2017-05-01 12:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C6H6,0.79,1
2017-05-01 12:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO,11.2,2
2017-05-01 13:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C8H10,0.44,1
2017-05-01 13:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C7H8,0.91,1
2017-05-01 13:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO2,28.3,3
2017-05-01 13:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM25,5.4,1
2017-05-01 13:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM10,4.9,1
2017-05-01 13:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,FN,0.64,1
2017-05-01 13:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C6H6,0.47,1
2017-05-01 13:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO,16.3,2
2017-05-01 14:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C8H10,0.32,1
2017-05-01 14:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C7H8,1.1,1
2017-05-01 14:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO2,24.1,3
2017-05-01 14:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM25,7.1,1
2017-05-01 14:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM10,9,1
2017-05-01 14:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,FN,0.57,1
2017-05-01 14:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C6H6,0.42,1
2017-05-01 14:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO,7.2,1
2017-05-01 15:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM10,9.3,1
2017-05-01 15:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C8H10,0.42,1
2017-05-01 15:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C7H8,1.19,1
2017-05-01 15:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM25,9.2,1
2017-05-01 15:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,FN,0.67,1
2017-05-01 15:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C6H6,0.51,1
2017-05-01 15:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO,8,1
2017-05-01 15:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO2,29.7,3
2017-05-01 16:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C8H10,1.17,1
2017-05-01 16:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C7H8,3.18,2
2017-05-01 16:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO2,31.2,4
2017-05-01 16:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM25,8.5,1
2017-05-01 16:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM10,7.1,1
2017-05-01 16:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,FN,0.87,1
2017-05-01 16:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C6H6,0.81,1
2017-05-01 16:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO,8.9,1
2017-05-01 17:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM10,6.2,1
2017-05-01 17:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C8H10,1.29,1
2017-05-01 17:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C7H8,2.98,2
2017-05-01 17:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO2,25.9,3
2017-05-01 17:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM25,4.4,1
2017-05-01 17:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,FN,0.66,1
2017-05-01 17:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C6H6,0.77,1
2017-05-01 17:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO,8.8,1
2017-05-01 18:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM10,8.1,1
2017-05-01 18:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C8H10,1.97,1
2017-05-01 18:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C7H8,4.61,3
2017-05-01 18:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO2,28,3
2017-05-01 18:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM25,3.9,1
2017-05-01 18:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,FN,0.74,1
2017-05-01 18:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C6H6,1.09,1
2017-05-01 18:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO,12.3,2
2017-05-01 19:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C8H10,3.06,2
2017-05-01 19:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C7H8,5.7,4
2017-05-01 19:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO2,32.7,4
2017-05-01 19:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM25,6.3,1
2017-05-01 19:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM10,7.9,1
2017-05-01 19:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,FN,0.9,1
2017-05-01 19:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C6H6,1.26,1
2017-05-01 19:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO,12.6,2
2017-05-01 20:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C8H10,1.71,1
2017-05-01 20:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C7H8,3.46,2
2017-05-01 20:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO2,33.1,4
2017-05-01 20:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM25,8.3,1
2017-05-01 20:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM10,7.4,1
2017-05-01 20:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,FN,0.83,1
2017-05-01 20:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C6H6,0.95,1
2017-05-01 20:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO,10.3,2
2017-05-01 21:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C8H10,3.1,2
2017-05-01 21:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C7H8,5.68,4
2017-05-01 21:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO2,27.5,3
2017-05-01 21:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM25,8,1
2017-05-01 21:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM10,12.6,2
2017-05-01 21:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,FN,0.65,1
2017-05-01 21:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C6H6,1.32,1
2017-05-01 21:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO,2.2,1
2017-05-01 22:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C8H10,1.84,1
2017-05-01 22:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C7H8,3.81,2
2017-05-01 22:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO2,38,4
2017-05-01 22:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM25,8.8,1
2017-05-01 22:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM10,12.2,2
2017-05-01 22:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,FN,1.16,2
2017-05-01 22:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C6H6,1.12,1
2017-05-01 22:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO,1.5,1
2017-05-01 23:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C8H10,1.36,1
2017-05-01 23:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C7H8,3.09,2
2017-05-01 23:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO2,43.7,4
2017-05-01 23:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM25,9.9,1
2017-05-01 23:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM10,10.7,2
2017-05-01 23:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,FN,1.21,2
2017-05-01 23:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C6H6,0.88,1
2017-05-01 23:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO,2.7,1
2017-05-02 00:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO,0.8,1
2017-05-02 00:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C8H10,0.73,1
2017-05-02 00:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C7H8,1.76,1
2017-05-02 00:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO2,26.6,3
2017-05-02 00:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM25,8.4,1
2017-05-02 00:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM10,10.7,2
2017-05-02 00:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,FN,0.93,1
2017-05-02 00:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C6H6,0.65,1
2017-05-02 01:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C8H10,0.75,1
2017-05-02 01:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C7H8,1.85,1
2017-05-02 01:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO2,24.6,3
2017-05-02 01:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM25,10.5,2
2017-05-02 01:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,PM10,10.8,2
2017-05-02 01:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,FN,0.89,1
2017-05-02 01:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,C6H6,0.69,1
2017-05-02 01:00:00+02:00,Amsterdam-Stadhouderskade,52.358080,4.899696,NO,0.9,1